episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
1,1.0,4.085340357766657,0.6835150168839663,-0.028322128983633645,-0.6855087280273438,0.9366557598114014,[-0.68550873  0.93665576],0.0,False,True,0.7913974179483508,7,17.709159380834848,41.234,prepare,0.0
1,2.0,4.085190493550219,0.683613237488097,0.01993050474260526,2.4662117958068848,1.3792662620544434,[2.4662118  1.37926626],1.0,False,True,0.7905513581378719,7,17.709159380834848,41.314,in_progress,0.0
1,3.0,4.092720684982045,0.6830404261848259,-0.10115572218642097,29.496171951293945,2.5293831825256348,[29.49617195  2.52938318],1.0,False,True,0.8330716821693084,7,17.709159380834848,41.384,in_progress,0.0
1,4.0,4.116996646733139,0.6892998115934051,1.6036689257414587,5.860146999359131,1.2003390789031982,[5.860147   1.20033908],1.0,False,True,0.9701655453162878,7,17.709159380834848,41.452,in_progress,0.0
1,5.0,4.154087996559074,0.6962139417924462,2.9457849024681835,-4.646406173706055,0.9265474677085876,[-4.64640617  0.92654747],1.0,False,True,1.179626606732878,7,17.709159380834848,41.518,in_progress,0.0
1,6.0,4.198587221664088,0.696196583055336,2.3909640720669407,29.791973114013672,2.7808399200439453,[29.79197311  2.78083992],1.0,False,True,1.4309045766462662,8,17.709159380834848,41.58,in_progress,0.0
1,7.0,4.256296380582277,0.701401531860736,3.245975832603202,29.373476028442383,2.93625545501709,[29.37347603  2.93625546],1.0,False,True,1.7567867666924641,8,17.709159380834848,41.642,in_progress,0.0
1,8.0,4.324473309382438,0.7286407299720714,8.557989026241245,29.996816635131836,2.780508518218994,[29.99681664  2.78050852],1.0,False,True,2.1418238089323096,8,17.709159380834848,41.717,in_progress,0.0
1,9.0,4.394974385759126,0.7753451336161051,16.590239877681025,-6.470401763916016,0.9296703338623047,[-6.47040176  0.92967033],0.5,False,True,2.540023773838124,9,17.709159380834848,41.785,in_progress,0.0
1,10.0,4.463291636198245,0.8306487478164938,25.668495813237,-0.4650688171386719,2.498650550842285,[-0.46506882  2.49865055],0.5,False,True,2.925906280911646,9,17.709159380834848,41.85,in_progress,0.0
1,11.0,4.5373145034369315,0.8817105271554901,30.257600006726978,29.94959259033203,0.741506814956665,[29.94959259  0.74150681],0.1,False,True,3.344000777926194,10,17.709159380834848,41.919,in_progress,0.0
1,12.0,4.615514534773038,0.9318332730096385,32.12487473155803,29.99754524230957,2.452209949493408,[29.99754524  2.45220995],0.1,False,True,3.785697703481436,10,17.709159380834848,41.986,in_progress,0.0
1,13.0,4.6915910951924165,0.9887420635389212,33.87815852034233,28.580028533935547,2.3951492309570312,[28.58002853  2.39514923],0.1,False,True,4.21540456173854,11,17.709159380834848,42.056,in_progress,0.0
1,14.0,4.768858990744198,1.0741759980829144,39.79801344556118,28.887041091918945,2.528618574142456,[28.88704109  2.52861857],0.001,False,False,4.651935569600981,11,17.709159380834848,42.118,in_progress,0.0
1,15.0,4.836762052490794,1.1769418896422492,47.3383425852121,-8.604541778564453,0.9506765604019165,[-8.60454178  0.95067656],0.001,False,False,5.035593461763048,12,17.709159380834848,42.185,in_progress,0.0
1,16.0,4.891237866598153,1.2798475501130664,55.261326076773834,4.815113544464111,0.7604755759239197,[4.81511354 0.76047558],0.001,False,False,5.34344480994699,12,17.709159380834848,42.241,in_progress,0.0
1,17.0,4.948697888615505,1.3879248539791778,61.328114269135405,-5.051163673400879,2.9740395545959473,[-5.05116367  2.97403955],0.001,True,False,5.66814708543279,13,17.709159380834848,42.314,off_track,0.0
